"Path","QuarantinePath","BlobHash","SizeBytes","SelectedRoot","Reason"
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Application.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Application.Designer.vb","88dd01c78a618d0cc7dbd9432b8267ed2ada0a6f","441","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Application.myapp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Application.myapp","758895def250c4f622eef515e9cd04fd155619a9","481","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/AssemblyInfo.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/AssemblyInfo.vb","03e39bd844e0082b5cc17c06a95af9551e853bb9","1132","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Resources.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Resources.Designer.vb","26317853e726f836fc7922e3ba4316d00f5177ef","2788","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Resources.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Resources.resx","af7dbebbacef595e3089c01c05671016c21a8304","5612","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Settings.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Settings.Designer.vb","29c925e5ab0a6edfc2990170c50205bfd089031f","2987","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/My Project/Settings.settings","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/My Project/Settings.settings","85b890b3c66b9beee248abaddd2ec71f8b1df2b2","279","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.Designer.vb","8bddee567a4c622067d75028a7aebbb1e2242d90","2337","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeDropDown.vb","893fb5751145f65b2690db2fc087963ac454facc","1431","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeTypeEditor.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/NullableDateTimeTypeEditor.vb","21a7e71b8fae57586dd1d7f104f899fa98beb60f","1609","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/Thumbs.db","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/Thumbs.db","aaff8b63a7cb8cfa2555fc5beeeaed1ca6b812fd","6144","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/TimeColors.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/TimeColors.vb","0bda0fb1bba8002224651df2541f8f920ecceb13","13761","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/TimeColorsUIEditor.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/TimeColorsUIEditor.vb","5c1fa88c999f13eb89997628dd25ca9ac4f775fc","2188","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/TimeUIEditor.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/TimeUIEditor.vb","9cd918ea6a6aabba458a665d0077817031246661","2778","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.Designer.vb","8fa05cbb914bb6fe8895b42b62a4e884cfd4c625","41808","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.resx","cce5ec210e7417c39f73c30c232b1dc64e2a1694","6008","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form1.vb","f18ee5a5ae0d8d42057adb30ed0299e46228bc16","5551","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.Designer.vb","0fea70a32970b084c0eeb95e96fbab1ba9324690","14780","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/Form2.vb","4809059e233a2a29607a363820c0224200fd565f","2764","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/gTimePickerTestForm.vbproj","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/gTimePickerTestForm.vbproj","b9d9d11585c886bbca3814181bbb087a5558a487","5351","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Application.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Application.Designer.vb","88888def9d757ace3dcab5d720d8b45145fb54cb","1523","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Application.myapp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Application.myapp","0f12f3238863e530d001997ba624117ef897460e","468","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/AssemblyInfo.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/AssemblyInfo.vb","34cb409db7e4564a81b3c8822fd8243bfb49bd7e","1191","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Resources.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Resources.Designer.vb","2f587e0e63eff25071f59b9126d33723756fa56e","2789","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Resources.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Resources.resx","af7dbebbacef595e3089c01c05671016c21a8304","5612","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Settings.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Settings.Designer.vb","8d5d5053381e13c87fe87c56b7f4e0dabc44f06a","2989","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Settings.settings","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerTestForm/My Project/Settings.settings","85b890b3c66b9beee248abaddd2ec71f8b1df2b2","279","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
